LoanID,CustomerAge,AnnualIncome,LoanAmount,CreditScore,EmploymentYears,DebtToIncome,LoanPurpose,Defaulted
414453,34,109032,13724,816,1,0.57,Business,0
414454,70,51515,24932,580,34,0.45,Education,0
414455,25,123803,20277,658,11,0.53,Debt Consolidation,0
414456,49,162039,23931,713,7,0.49,Education,0
414457,46,55332,55997,689,17,0.22,Auto,0
414458,68,26927,24613,662,22,0.6,Business,0
414459,52,145666,35188,745,0,0.63,Medical,0
414460,64,84721,54649,619,2,0.44,Home Improvement,0
414461,56,65494,36447,598,6,0.54,Business,1
414462,67,134326,34981,760,13,0.35,Medical,0
414463,43,112442,57520,565,20,0.38,Education,1
414464,58,31924,59470,752,16,0.39,Auto,0
414465,60,45221,47901,625,23,0.19,Home Improvement,0
414466,39,37587,26841,744,7,0.52,Education,1
414467,23,135383,33313,792,15,0.53,Medical,1
414468,67,29187,11551,585,10,0.34,Business,1
414469,36,89355,43945,525,32,0.26,Debt Consolidation,0
414470,71,106678,50077,849,27,0.46,Business,0
414471,31,47114,4985,669,6,0.38,Medical,0
414472,53,32563,59764,760,13,0.06,Auto,0
414473,62,39875,11890,538,20,0.6,Home Improvement,1
414474,28,55265,56368,550,22,0.5,Business,0
414475,28,134408,58708,779,18,0.34,Education,0
414476,27,63631,26101,709,1,0.58,Education,0
414477,36,113278,22234,661,8,0.63,Medical,0
414478,71,28917,50753,572,28,0.16,Debt Consolidation,1
414479,46,82640,58103,743,12,0.53,Education,0
414480,36,74257,17673,634,18,0.53,Medical,0
414481,66,135408,5452,736,15,0.24,Debt Consolidation,0
414482,48,131389,8836,813,14,0.08,Debt Consolidation,0
414483,46,121304,33985,641,5,0.07,Business,0
414484,59,80326,47381,770,26,0.42,Debt Consolidation,0
414485,24,143567,12064,528,16,0.55,Auto,1
414486,41,45843,19511,651,7,0.1,Medical,0
414487,49,100283,51316,635,34,0.24,Business,0
414488,73,59120,8538,634,19,0.64,Business,0
414489,72,177935,56704,767,30,0.27,Auto,0
414490,52,74788,7544,774,11,0.5,Debt Consolidation,0
414491,69,167627,15583,527,28,0.21,Home Improvement,0
414492,70,84712,44758,768,23,0.2,Medical,0
414493,46,160466,8304,533,21,0.39,Debt Consolidation,0
414494,38,120458,49916,547,10,0.3,Education,0
414495,66,131152,50934,739,32,0.46,Debt Consolidation,0
414496,73,179491,58994,694,34,0.29,Medical,0
414497,23,139900,57377,764,6,0.29,Business,0
414498,70,52249,20477,572,25,0.49,Education,0
414499,57,56315,24005,597,16,0.09,Home Improvement,0
414500,22,75514,41209,849,15,0.34,Auto,1
414501,50,167297,5266,586,7,0.55,Home Improvement,0
414502,46,153316,25455,841,2,0.06,Business,0
414503,55,161077,26412,601,20,0.35,Auto,1
414504,27,67391,9036,614,31,0.11,Medical,0
414505,64,157418,57710,791,18,0.58,Medical,0
414506,61,29955,53320,799,29,0.13,Home Improvement,0
414507,43,49550,48178,634,15,0.27,Education,1
414508,40,149587,28444,663,27,0.48,Auto,0
414509,46,81768,18680,551,8,0.12,Education,0
414510,74,63600,14867,828,3,0.54,Business,0
414511,69,148712,14542,764,1,0.16,Auto,0
414512,53,148466,16025,566,20,0.14,Auto,1
414513,23,52037,50531,541,10,0.39,Medical,0
414514,41,119194,29387,724,21,0.54,Home Improvement,0
414515,26,47039,58793,734,29,0.14,Medical,0
414516,62,80194,20012,682,17,0.14,Business,0
414517,51,176457,50377,569,5,0.17,Education,0
414518,28,101981,20860,760,7,0.62,Auto,0
414519,53,141066,7473,734,30,0.52,Auto,0
414520,21,25236,31758,793,12,0.13,Auto,0
414521,62,67811,13608,538,13,0.12,Home Improvement,0
414522,40,78367,5572,833,18,0.36,Education,0
414523,39,129922,8816,541,4,0.37,Home Improvement,0
414524,21,134832,59096,654,34,0.5,Business,0
414525,52,73628,32543,727,11,0.36,Home Improvement,0
414526,54,175522,38744,802,18,0.22,Home Improvement,0
414527,69,50477,33758,521,16,0.14,Home Improvement,1
414528,40,174633,36111,667,17,0.24,Home Improvement,0
414529,71,133680,31192,596,28,0.32,Auto,0
414530,71,134616,13185,668,20,0.27,Home Improvement,0
414531,58,80109,30565,561,2,0.4,Home Improvement,0
414532,60,105842,22686,678,30,0.12,Business,0
414533,48,167866,21034,582,19,0.57,Education,1
414534,69,71666,8400,779,3,0.64,Debt Consolidation,0
414535,28,89560,26871,741,19,0.62,Medical,0
414536,54,71172,56726,620,27,0.51,Home Improvement,0
414537,62,88175,43673,736,27,0.55,Auto,1
414538,39,95382,31671,788,34,0.47,Debt Consolidation,0
414539,29,88542,4903,755,9,0.26,Auto,0
414540,33,101178,25330,703,8,0.62,Business,1
414541,22,177959,45942,755,27,0.33,Education,0
414542,54,120904,10200,790,25,0.37,Medical,0
414543,21,79516,55297,709,18,0.11,Debt Consolidation,0
414544,51,111248,9970,650,7,0.21,Medical,0
414545,22,72712,46067,543,2,0.59,Medical,1
414546,42,86041,40341,630,13,0.19,Debt Consolidation,0
414547,28,167658,35960,529,3,0.59,Education,1
414548,57,161884,45896,583,21,0.21,Auto,0
414549,56,105512,56677,802,29,0.28,Auto,0
414550,63,90788,4670,571,10,0.47,Medical,0
414551,72,43288,18917,665,6,0.3,Education,0
414552,67,102106,48537,824,11,0.54,Auto,0
414553,23,81555,55255,707,27,0.15,Education,0
414554,55,70438,26692,834,34,0.14,Medical,0
414555,31,60299,22320,731,24,0.23,Medical,0
414556,56,89236,36400,747,3,0.36,Debt Consolidation,0
414557,73,71728,44649,683,14,0.12,Home Improvement,0
414558,62,30696,39497,535,16,0.45,Business,1
414559,44,134156,9768,794,14,0.55,Business,1
414560,30,25240,36014,632,34,0.47,Business,1
414561,27,98617,52769,580,25,0.36,Medical,0
414562,41,57411,8969,730,1,0.56,Business,0
414563,65,161654,6749,555,25,0.28,Auto,0
414564,24,173941,30333,735,24,0.28,Home Improvement,0
414565,43,78364,34446,695,22,0.49,Auto,0
414566,36,64937,20824,546,12,0.16,Business,0
414567,31,126353,30196,568,25,0.56,Auto,0
414568,38,152447,41494,766,4,0.49,Auto,0
414569,36,132858,57474,721,13,0.09,Auto,0
414570,35,162981,27037,614,4,0.31,Business,0
414571,21,33128,48096,625,15,0.57,Medical,0
414572,34,158658,58236,545,31,0.6,Medical,0
414573,72,69171,50725,629,7,0.31,Home Improvement,0
414574,44,166990,2948,525,29,0.11,Auto,0
414575,59,96376,6577,628,27,0.09,Home Improvement,0
414576,49,58330,27543,712,18,0.12,Home Improvement,0
414577,34,178645,53943,684,8,0.59,Business,0
414578,24,36101,49016,689,21,0.37,Home Improvement,0
414579,28,61953,40831,810,5,0.2,Debt Consolidation,0
414580,34,86263,55858,678,5,0.32,Medical,0
414581,71,133447,33305,807,0,0.09,Auto,0
414582,67,40622,25549,807,29,0.26,Business,0
414583,39,123986,39816,813,7,0.23,Education,0
414584,37,115944,28569,583,22,0.51,Business,1
414585,53,139905,6712,825,22,0.27,Auto,0
414586,53,124997,51457,796,2,0.62,Education,1
414587,51,157344,15313,683,24,0.25,Medical,0
414588,48,113380,45572,648,32,0.09,Business,0
414589,68,126683,9493,539,3,0.51,Home Improvement,0
414590,71,137568,20128,562,23,0.15,Medical,1
414591,46,137541,11724,541,0,0.3,Business,0
414592,68,177010,11440,672,8,0.22,Home Improvement,0
414593,73,111833,38428,794,29,0.19,Medical,0
414594,67,100213,6858,771,5,0.63,Auto,0
414595,24,107205,28844,579,18,0.24,Home Improvement,1
414596,65,92534,46986,623,14,0.43,Education,0
414597,64,174157,38453,529,33,0.55,Auto,0
414598,71,92052,38725,759,28,0.5,Business,1
414599,49,179652,6357,695,2,0.21,Auto,1
414600,42,80542,18082,765,2,0.64,Business,0
414601,39,36731,59073,820,31,0.13,Business,0
414602,40,94211,16035,782,30,0.22,Business,0
414603,52,100358,32568,759,28,0.23,Education,0
414604,74,104999,58442,706,4,0.33,Education,0
414605,71,67111,3632,752,1,0.31,Business,0
414606,30,165107,48087,597,15,0.25,Debt Consolidation,0
414607,63,142622,39950,849,30,0.07,Business,0
414608,50,78026,6883,825,16,0.44,Business,0
414609,58,71068,36697,783,8,0.55,Home Improvement,1
414610,54,98472,58861,812,5,0.06,Home Improvement,0
414611,30,25226,32879,770,15,0.56,Debt Consolidation,1
414612,68,150365,10643,554,3,0.09,Business,0
414613,47,87700,9326,696,2,0.12,Education,1
414614,40,148666,19994,709,2,0.19,Education,0
414615,36,69100,38940,763,23,0.6,Debt Consolidation,0
414616,51,163308,41734,567,4,0.62,Business,0
414617,58,113359,42597,669,13,0.43,Education,0
414618,72,164501,58359,744,27,0.32,Debt Consolidation,0
414619,22,43661,24856,685,7,0.22,Debt Consolidation,1
414620,25,151595,57214,588,32,0.42,Education,0
414621,53,81558,51362,795,18,0.17,Business,0
414622,61,116661,20141,847,17,0.21,Auto,1
414623,37,110519,16531,808,18,0.11,Medical,0
414624,59,51688,54565,709,34,0.42,Debt Consolidation,0
414625,62,96536,25778,636,12,0.36,Home Improvement,0
414626,25,152334,4802,795,34,0.6,Medical,0
414627,23,71737,2955,765,16,0.58,Auto,0
414628,64,64272,52840,577,23,0.2,Education,1
414629,50,153621,6882,683,29,0.15,Medical,0
414630,23,110982,13111,668,19,0.23,Debt Consolidation,1
414631,53,179299,52274,615,26,0.22,Debt Consolidation,0
414632,58,92343,50321,803,9,0.05,Home Improvement,0
414633,41,92775,4066,806,26,0.52,Education,0
414634,62,162044,54133,552,10,0.57,Medical,0
414635,37,129688,18546,769,30,0.26,Business,0
414636,64,25259,34594,803,16,0.17,Education,0
414637,58,127390,22098,798,3,0.25,Home Improvement,0
414638,37,69439,28775,575,13,0.56,Home Improvement,0
414639,56,130541,49448,687,33,0.18,Home Improvement,0
414640,61,31760,16156,541,12,0.61,Debt Consolidation,1
414641,60,140974,17476,722,8,0.28,Medical,0
414642,26,69523,23634,734,24,0.54,Business,1
414643,57,86400,13388,577,3,0.26,Debt Consolidation,0
414644,54,111669,39637,670,21,0.53,Education,1
414645,69,161355,31503,731,11,0.6,Business,0
414646,35,65179,15088,648,30,0.41,Medical,0
414647,60,50322,50494,607,0,0.61,Medical,0
414648,55,110035,53625,804,23,0.21,Education,0
414649,72,31901,37139,822,1,0.19,Debt Consolidation,0
414650,28,60652,2650,606,15,0.16,Medical,0
414651,23,29299,44206,563,16,0.6,Education,1
414652,71,163622,14846,679,14,0.42,Debt Consolidation,0
414653,43,103531,17711,578,11,0.25,Medical,0
414654,25,133914,34474,677,22,0.25,Education,0
414655,63,29764,54161,590,32,0.39,Auto,1
414656,26,156043,48525,736,30,0.05,Debt Consolidation,0
414657,44,177384,30134,763,28,0.37,Home Improvement,0
414658,64,67393,41220,804,32,0.17,Education,0
414659,42,135682,51517,736,31,0.16,Education,0
414660,31,53424,26299,563,22,0.58,Medical,1
414661,53,158575,24640,735,3,0.48,Debt Consolidation,0
414662,61,171605,2219,813,31,0.63,Business,0
414663,44,163649,59072,552,4,0.33,Debt Consolidation,1
414664,44,116918,48662,756,5,0.15,Home Improvement,0
414665,46,57254,5406,609,17,0.39,Business,0
414666,46,148591,19381,559,19,0.45,Business,0
414667,21,37381,44115,660,3,0.57,Medical,0
414668,59,36940,35019,562,21,0.24,Home Improvement,1
414669,55,98717,40091,584,1,0.14,Auto,0
414670,32,155437,17561,553,4,0.45,Auto,0
414671,72,103408,15457,539,9,0.26,Education,0
414672,26,80516,27803,776,13,0.62,Auto,0
414673,73,114904,2798,673,30,0.44,Business,0
414674,55,167227,40491,709,14,0.36,Debt Consolidation,0
414675,58,75797,40196,761,23,0.31,Education,0
414676,42,52519,27700,603,7,0.16,Medical,0
414677,62,53920,6559,687,2,0.26,Auto,0
414678,30,80993,39378,619,34,0.37,Education,0
414679,55,138020,52531,548,20,0.6,Business,0
414680,45,79066,47098,639,20,0.32,Medical,0
414681,22,177963,15558,745,3,0.33,Home Improvement,0
414682,28,40026,42919,561,27,0.37,Medical,1
414683,67,66406,13041,545,27,0.24,Auto,0
414684,23,84449,28618,610,19,0.35,Home Improvement,0
414685,68,149938,20506,740,1,0.28,Debt Consolidation,0
414686,72,59575,59164,532,16,0.54,Debt Consolidation,1
414687,51,98746,41116,578,23,0.55,Business,1
414688,52,67393,39624,552,21,0.4,Medical,1
414689,25,137359,40168,642,23,0.38,Debt Consolidation,0
414690,73,113098,7089,782,25,0.42,Business,0
414691,21,60548,6870,673,4,0.38,Debt Consolidation,0
414692,65,111100,45852,616,5,0.13,Debt Consolidation,0
414693,40,88839,15118,666,28,0.52,Education,1
414694,22,97128,2474,775,1,0.35,Debt Consolidation,0
414695,28,32905,18544,841,28,0.52,Debt Consolidation,0
414696,58,25055,30181,823,3,0.4,Education,1
414697,44,173610,26354,669,17,0.3,Education,0
414698,71,171255,33957,671,31,0.41,Medical,0
414699,60,176963,7074,552,25,0.38,Education,0
414700,34,83012,26566,846,19,0.33,Home Improvement,0
414701,60,142128,16964,549,27,0.5,Auto,1
414702,45,44247,42570,683,1,0.55,Education,0
414703,37,45171,56732,782,17,0.31,Debt Consolidation,0
414704,49,116419,4944,562,21,0.61,Home Improvement,1
414705,56,162540,37277,523,24,0.29,Business,0
414706,29,125210,37387,642,2,0.3,Business,0
414707,21,123251,14095,703,7,0.13,Medical,0
414708,66,73448,28349,650,2,0.06,Business,1
414709,59,149477,43647,664,26,0.65,Education,0
414710,24,140265,16256,629,30,0.36,Education,0
414711,45,99611,28042,746,1,0.16,Home Improvement,0
414712,48,91459,21198,784,23,0.57,Auto,0
414713,69,132273,59094,796,17,0.47,Education,0
414714,28,112936,18296,558,29,0.56,Home Improvement,0
414715,69,26722,10411,745,16,0.11,Medical,0
414716,26,92519,30154,684,4,0.62,Business,0
414717,70,108997,56578,599,3,0.35,Education,0
414718,47,60244,45218,561,0,0.31,Business,0
414719,61,42968,12309,834,15,0.36,Debt Consolidation,0
414720,66,137709,42110,797,27,0.4,Home Improvement,0
414721,65,178309,46381,845,3,0.24,Education,0
414722,26,54246,21165,635,3,0.22,Medical,0
414723,70,94092,54732,687,19,0.1,Auto,0
414724,29,142083,18810,691,28,0.6,Debt Consolidation,0
414725,58,149447,38130,741,30,0.38,Education,0
414726,60,42256,28046,756,5,0.16,Debt Consolidation,0
414727,25,36428,26610,721,4,0.36,Business,0
414728,47,40408,28698,704,1,0.15,Education,0
414729,60,120364,58706,703,33,0.1,Home Improvement,0
414730,61,41708,53374,697,28,0.07,Auto,0
414731,21,45796,10122,816,13,0.56,Auto,0
414732,39,37191,38566,611,17,0.49,Education,0
414733,68,123705,33442,531,19,0.26,Auto,0
414734,56,116448,37877,544,20,0.28,Medical,1
414735,72,173958,35005,724,24,0.43,Home Improvement,0
414736,44,159593,49185,705,10,0.63,Home Improvement,0
414737,66,83018,47007,815,31,0.05,Auto,0
414738,21,120322,23145,599,16,0.36,Medical,0
414739,23,97523,18472,801,7,0.16,Auto,0
414740,44,62249,25575,735,24,0.51,Medical,0
414741,45,152238,35990,809,4,0.32,Auto,0
414742,59,165563,39714,786,8,0.21,Debt Consolidation,0
414743,34,104681,33178,555,22,0.57,Medical,1
414744,53,49143,13376,841,15,0.55,Education,0
414745,44,135383,59652,756,12,0.46,Education,0
414746,46,130436,54294,596,10,0.21,Debt Consolidation,1
414747,31,154994,16016,808,9,0.46,Education,1
414748,23,118583,49242,683,34,0.47,Auto,0
414749,40,142273,33475,628,12,0.48,Auto,1
414750,64,89523,20785,618,6,0.42,Auto,0
414751,29,29134,46195,693,14,0.3,Home Improvement,1
414752,66,165838,45336,761,26,0.21,Home Improvement,1
414753,61,77806,42837,757,20,0.45,Home Improvement,0
414754,40,158004,45910,839,30,0.42,Education,0
414755,28,164885,16428,754,7,0.31,Education,0
414756,40,85949,41719,724,22,0.47,Auto,0
414757,37,116685,42715,823,25,0.11,Debt Consolidation,0
414758,56,170507,12141,567,6,0.35,Medical,0
414759,31,160105,46369,541,9,0.31,Debt Consolidation,1
414760,53,103007,20830,736,23,0.36,Home Improvement,0
414761,66,50571,55444,738,4,0.6,Medical,1
414762,33,92661,26544,520,17,0.62,Home Improvement,0
414763,26,160564,19536,629,1,0.53,Auto,1
414764,22,68087,55684,795,31,0.26,Education,0
414765,61,152105,10758,526,12,0.05,Home Improvement,0
414766,60,134488,19010,700,29,0.45,Medical,1
414767,67,102293,46779,539,0,0.13,Medical,0
414768,42,38585,31589,794,25,0.61,Medical,0
414769,66,122031,40511,652,12,0.64,Business,0
414770,45,111389,6952,829,22,0.19,Home Improvement,0
414771,56,80404,30372,593,10,0.25,Home Improvement,0
414772,66,142370,13575,568,18,0.52,Auto,0
414773,55,78400,12757,655,3,0.27,Medical,0
414774,45,175888,49106,620,19,0.64,Home Improvement,1
414775,32,54826,12925,598,10,0.15,Business,1
414776,41,159225,9085,826,16,0.1,Debt Consolidation,0
414777,26,78660,11093,735,18,0.11,Business,0
414778,50,49946,46040,817,12,0.29,Medical,0
414779,42,34717,26623,844,0,0.09,Education,0
414780,37,41203,59739,817,7,0.26,Auto,1
414781,41,116660,24851,548,11,0.4,Debt Consolidation,0
414782,31,130121,58832,812,19,0.17,Education,0
414783,35,72286,16120,522,8,0.11,Education,0
414784,34,89859,15850,756,17,0.21,Education,0
414785,45,159757,54391,797,27,0.26,Home Improvement,1
414786,34,157742,12155,589,31,0.41,Debt Consolidation,0
414787,28,140251,24548,752,1,0.13,Business,0
414788,21,146436,25719,623,30,0.06,Home Improvement,0
414789,23,162565,21999,609,28,0.29,Debt Consolidation,1
414790,68,74469,27848,752,11,0.55,Auto,0
414791,38,157074,30466,741,20,0.23,Home Improvement,0
414792,43,135057,26320,843,14,0.44,Auto,0
414793,74,90277,29513,823,14,0.1,Education,1
414794,22,135751,49925,665,9,0.49,Debt Consolidation,0
414795,72,161501,51921,770,25,0.22,Medical,0
414796,52,32877,19303,599,11,0.2,Education,0
414797,68,98642,42012,561,34,0.16,Education,0
414798,26,64785,4223,841,18,0.57,Business,0
414799,40,173517,18192,642,8,0.26,Home Improvement,0
414800,26,150126,8756,539,23,0.65,Auto,1
414801,25,61625,48339,558,25,0.55,Education,0
414802,37,163718,54346,839,31,0.53,Business,0
414803,32,25580,49112,580,18,0.32,Auto,1
414804,52,40675,41013,809,20,0.65,Debt Consolidation,0
414805,49,82042,19404,777,3,0.09,Business,0
414806,67,175179,6273,809,13,0.55,Auto,0
414807,25,161013,29978,611,13,0.41,Auto,1
414808,28,26097,45309,538,0,0.6,Education,1
414809,55,101391,24472,759,13,0.09,Auto,0
414810,35,170447,55187,835,0,0.33,Medical,0
414811,34,166321,21559,615,34,0.59,Education,0
414812,68,102182,54077,679,21,0.58,Education,1
414813,44,114492,6994,548,16,0.22,Business,0
414814,64,121642,6637,683,31,0.36,Medical,0
414815,58,98867,29727,777,33,0.4,Debt Consolidation,0
414816,72,133996,47759,819,10,0.61,Medical,0
414817,46,103106,7947,685,30,0.45,Business,0
414818,47,160945,46308,686,25,0.61,Auto,0
414819,21,57549,44935,840,0,0.12,Education,0
414820,30,80668,34834,543,32,0.38,Business,0
414821,37,119783,21111,656,33,0.16,Debt Consolidation,0
414822,67,47791,17035,634,5,0.18,Education,0
414823,67,55934,20219,634,6,0.23,Medical,0
414824,29,170767,26725,730,0,0.07,Debt Consolidation,0
414825,27,104423,38569,797,19,0.23,Business,0
414826,48,59933,10956,631,10,0.54,Education,0
414827,53,126844,31141,742,4,0.52,Debt Consolidation,0
414828,44,164063,26845,764,22,0.11,Debt Consolidation,0
414829,52,172585,27212,722,28,0.25,Education,0
414830,70,112640,44369,734,27,0.62,Education,0
414831,47,62927,48718,641,5,0.16,Auto,0
414832,41,109747,59966,761,34,0.36,Medical,0
414833,42,105555,38522,525,17,0.44,Medical,0
414834,62,81868,57718,528,1,0.16,Home Improvement,0
414835,43,61559,2836,677,16,0.25,Business,0
414836,43,172595,17709,633,28,0.6,Home Improvement,0
414837,37,108014,27873,838,1,0.43,Business,1
414838,25,51340,31912,836,31,0.62,Home Improvement,0
414839,34,122985,50200,603,32,0.29,Medical,0
414840,33,42958,16814,756,16,0.13,Home Improvement,0
414841,28,63994,44753,683,4,0.18,Auto,0
414842,51,150223,58941,634,30,0.38,Medical,0
414843,25,46613,58034,826,9,0.58,Business,0
414844,51,133197,16283,681,12,0.18,Debt Consolidation,0
414845,32,158506,9967,763,3,0.43,Auto,0
414846,32,42960,29227,537,25,0.2,Education,0
414847,65,178927,23407,650,3,0.24,Business,0
414848,72,129613,23312,842,20,0.17,Home Improvement,0
414849,44,150777,26054,738,24,0.62,Education,0
414850,68,106903,23066,544,16,0.5,Education,0
414851,47,93347,31883,531,31,0.49,Home Improvement,1
414852,40,139524,12228,691,14,0.62,Education,0
414853,56,69508,59644,796,32,0.46,Medical,0
414854,45,130137,29295,817,1,0.14,Debt Consolidation,0
414855,55,44703,53512,630,29,0.52,Debt Consolidation,0
414856,48,139398,45682,756,5,0.6,Home Improvement,1
414857,43,156567,15712,671,33,0.25,Auto,0
414858,50,103562,57400,532,15,0.49,Education,1
414859,46,121123,41232,638,20,0.39,Auto,0
414860,41,71492,48383,531,2,0.06,Medical,0
414861,21,128546,26444,539,4,0.15,Education,0
414862,52,159757,8822,765,9,0.31,Business,0
414863,47,47161,20370,550,27,0.57,Debt Consolidation,0
414864,40,158723,35155,533,12,0.33,Auto,0
414865,64,29057,26339,551,22,0.31,Education,1
414866,48,71260,39248,582,1,0.38,Debt Consolidation,0
414867,74,127949,38166,725,30,0.09,Home Improvement,0
414868,31,103309,12021,666,15,0.41,Medical,0
414869,21,89229,59329,660,0,0.44,Home Improvement,0
414870,57,38803,2093,783,18,0.45,Medical,0
414871,67,173340,57090,757,20,0.54,Education,0
